Title,URL,Source,Journalist(s),Published Date,Content,Category,Label
Report Finds Ticketmaster Controls 80% Of Nation’s Middle School Talent Shows,https://theonion.com/report-finds-ticketmaster-controls-80-of-nations-middle-school-talent-shows/,The Onion,,11-03-25,"WEST HOLLYWOOD, CA—In a new revelation shedding further light on the ticket sales and distribution giant’s alleged monopoly, a bombshell report published Tuesday found that Ticketmaster controls 80% of America’s middle school talent shows. “Ticketmaster retains the exclusive booking rights to thousands of middle school auditoriums across the country, creating an out-of-control resale market that prices out parents hoping to see their children perform amateur flute solos or tap routines set to Kidz Bop renditions of pop songs,” said researcher and report co-author Alyssa Cade, whose findings also revealed that scammers and bots take advantage of Ticketmaster’s stranglehold on talent shows, often reselling tickets for 10 times their original price. “This monopoly means that Ticketmaster is essentially engaging in price-gouging, forcing parents to spend $200 to $300 on a ticket that was originally guaranteed with the donation of one canned good.” Reached for comment, Ticketmaster defended its sales practices by claiming it was only fair that both the company and middle schools received a cut of sales.

",Economy,0
Nation Uses Extra Hour Of Daylight To Sun Perineums Even Harder,https://theonion.com/nation-uses-extra-hour-of-daylight-to-sun-perineums-even-harder/,The Onion,,10-03-25,"CLEVELAND—Excitedly heading out to yards, balconies, and public parks across the country to reap the wellness benefits, the U.S. populace confirmed Monday that it was using the extra hour of daylight to sun its perineums even harder. “If you thought I was serious about my health before, just wait and see what another whole hour of basking my taint in direct sunlight does for my libido, circulation, and mood,” said Ohio resident Elena Nelson, echoing the sentiment of 340 million Americans who had removed their pants and underwear, laid on their backs with their legs raised, and enthusiastically sunned the region between their anus and genitals until the last of the day’s light. “That lost hour of sleep is a small price to pay to bring my perineum-sunning to the next level. Squatting over a SAD lamp gets me through the winter, but it just doesn’t hold a candle to soaking up actual solar goodness. C’mon, everyone! Let’s spring forward into tanning those gooches!” At press time, millions of perineal carcinomas added that they were feeling a lot more energized, too.

",Environment,0
Trump Says Recession Unfortunate But Necessary Step To Get To Depression,https://theonion.com/trump-says-recession-unfortunate-but-necessary-step-to-get-to-depression/,The Onion,,10-03-25,"WASHINGTON—Warning that Americans should brace themselves for an economic “period of transition,” President Donald Trump told reporters Monday that a recession would be an unfortunate but necessary step on the way to all-out depression. “Look, what we’re doing is very big and will cause some pain, but that pain is necessary to cause total economic collapse,” Trump said during a press conference, adding that while his decision to implement billions of dollars in tariffs on foreign imports and fire 20,000 federal workers could cause a temporary disturbance, Americans would ultimately emerge much, much worse for it. “Things might be bad for a little while, but we’re okay with that, because we know that in the end these policies will drive markets into a deadly tailspin and push the economy to a point of no return. Trust me. Some hardship now will only make your bank accounts more empty in the long run. If everything goes right, none of you will be able to afford food, housing, or retirement ever again.” At press time, many of Trump’s most vocal defenders stressed that they trusted the president to usher in the greatest depression the nation had ever seen.

",Politics,0
DHS Begins National Registry Of Duolingo Users,https://theonion.com/dhs-begins-national-registry-of-duolingo-users/,The Onion,,10-03-25,"WASHINGTON—Warning that the highly suspicious individuals constituted a threat to the country’s safety and cultural unity, the U.S. Department of Homeland Security announced plans Monday to create a national registry of Duolingo users. “For unknown reasons, there are people in this country attempting to learn foreign languages ranging from Italian to Japanese, and we need to remain vigilant in the face of what they might be preparing,” said Homeland Security Secretary Kristi Noem, warning that any Duolingo user who had earned a Social Butterfly or Flawless Finisher badge was not a real American and did not share the country’s values. “As a result of the Biden administration’s lax enforcement, the number of potentially dangerous Duolingo users in the country has jumped to over 75 million. Many of them have kept a streak alive for months. Anyone currently living in the country and earning XP on Duolingo must comply and register with the government or face deportation. We encourage citizens to report any neighbors they witness reciting phrases like ‘Lo siento’ or ‘Perdón’ into their phone.” Noem added that while most users were safe from punitive action at this time, anyone on the Duolingo leaderboards would be targeted immediately for extradition to Guantánamo Bay.

",Technology,0
Noom Weight Loss Quiz Guarantees Personalized Insults Tailored To Users’ Insecurities,https://theonion.com/noom-weight-loss-quiz-guarantees-personalized-insults-tailored-to-users-insecurities/,The Onion,,10-03-25,"NEW YORK—In a continued effort to harness the power of psychology to help customers achieve their fitness goals, Noom announced Monday that the company’s weight loss quiz now guarantees personalized insults tailored to users’ insecurities. “There’s no one-size-fits-all approach to getting healthy, which is why the Noom team is proud to provide specific and detailed put-downs that will hit users directly where they are most vulnerable,” said CEO Geoff Cook, telling reporters that while generic taunts such as “tubby” or “lardo” could provide a small amount of motivation, they were nowhere near as effective as individualized jabs about the unsightliness of a user’s specific body parts generated by Noom’s proprietary algorithm. “Simply download the app and begin answering questions about your body type and exercise habits, and in a matter of minutes, Noom will be able to identify that, say, everyone is laughing at you behind your back because of the way your arm flab jiggles, or that your pathetic, untoned stomach would probably make any potential lovers throw up on sight.” Cook added that users of the app can also track their eating habits by inputting food they have consumed into the Noom calorie counter while it loudly oinks.

",Science,0
Trump’s North American Tariffs: Myth Vs. Fact,https://theonion.com/trumps-north-american-tariffs-myth-vs-fact/,The Onion,,10-03-25,"President Trump’s plans for tariffs, including on goods from Canada and Mexico, have left many consumers and investors uneasy.The Onionseparates the facts from the myths.

MYTH: Tariffs will revitalize the American auto industry.

FACT: Only the second coming of the Ford Fiesta could do that.

MYTH: Trump has imposed 25% tariffs on Mexico and Canada.

FACT: Actually this is true, no wait it’s a myth now, and, fuck, no wait.

MYTH: Tariffs will raise prices.

FACT: It’s only possible for prices to rise when a Democrat is president.

Myth: Tariffs will bring back American manufacturing jobs.

Fact: Christ, give it up, Grandpa. The plant has been closed since 1982.

MYTH: Tariffs are taxes.

FACT: Tariffs are the little things: a smile between strangers, the smell of a freshly poured cup of coffee, or the laughter of a child.

MYTH: Tariffs will help crack down on illegal drugs entering at the borders.

FACT: Tariffs will protect the U.S. fentanyl industry.

MYTH: Tariffs may trigger a global recession.

FACT: They have triggered a global recession.

",Politics,0
Cackling Hims CEO Threatens To Pull Switch Activating All World’s Erections At Once,https://theonion.com/cackling-hims-ceo-threatens-to-pull-switch-activating-all-worlds-erections-at-once/,The Onion,,7-03-25,"SAN FRANCISCO—Warning that every flaccid member across the globe now represented a ticking time bomb in his hands, cackling Hims CEO Joseph Ludlum released a statement Friday in which he threatened to pull a switch that would activate all the world’s erections at once.

In the three-minute video address, which was broadcast suddenly to millions of screens across the planet, Ludlum dared world leaders to question his resolve and stood before a massive electrically charged array that he referred to as the Universal Engorgement Generator. Sources confirmed that as energy crackled through the minimalist, pastel-colored laboratory in the recording, Ludlum insisted that only if his demands were met could the planet avoid the mass chaos that would ensue if the genitals of countless men were to grow harder than anyone could ever imagine.

“Citizens of Earth, we at Hims have long served as overseers of your sexual health, and today we come with a simple request: $10 trillion by midnight, or we will trigger every last one of your erections,” Joseph Ludlum said in the video, letting out a high-pitched laugh as he marveled at how easy wresting control of the world’s phalluses had been. “For years, you fools have sat idly by, enjoying discreet shipping to your door and chomping down on our Hard Mints like so much candy. Did you ever think to question what all the low prices were for? Did you not realize your lifeless members were slowly becoming marionettes in thrall to my every order?”

“Picture it, if you will: millions and millions of once-limp penises, all growing stiff in an instant with the same active ingredients used in Cialis and Viagra,” Ludlum continued.

Authorities have treated as credible claims that the extensive Hims telehealth network—which gives the company access to billions of erections—could be utilized to create widespread havoc through sudden engorgement, blue balls, and even premature ejaculations. However, officials urged citizens to stay calm and refrain from tampering with their genitalia, stressing that any misstep on their part could immediately set off every erection in a 10-mile radius.

Even as all 193 U.N. member states refused to capitulate to what they called the “ravings of a madman,” the Hims website reportedly updated with a countdown clock and a new “Frequently Asked Questions For Hapless Nitwits” section, which included such entries as “Myths of ED: If you cross the Hims corporation, will your penis inflate so much that it blows up?” “What happens if I already have an erection when the engorgement beam strikes me?” and “If Hims can make me hard whenever they want, can they also make me soft again, and then hard and then soft, so that my member is forever prancing to their mad tune like a dancer to a piper’s song?”

Reports confirmed that each passing minute since the broadcast has brought mounting terror among untold numbers of men who have grown paralyzed with fear at the prospect of losing control of their own genitals, which could become distended with blood and potentially never go flaccid again—a scenario that the Hims executive described in a taunting follow-up warning.

“Can your puny governments not comprehend the consequences of such mass penis-hardening?” Ludlum said in a second video. “Mayhem in the street. Cars driving off roads. Entire city blocks left in ruin. Do you fools dare defy our warnings? Well, then, perhaps a little taste of our stiffening power will show you how serious we truly are.”

“Now, come, my soft little pretties, and rise up for your master’s commands!” he added, throwing a switch that began crackling with electricity as it sent a wave of engorgement through the atmosphere of the Northeastern United States.

With widespread disorder spreading across the region, officials in New York and Boston confirmed boardrooms descended into panicked chaos, planes stalled on runways, and men stared at their penises while screaming in response to the sudden unimaginable rigidity entering their loins. The Centers for Disease Control confirmed that over 12,000 residents were hospitalized with erections that lasted longer than four hours.

The Hims CEO later issued a press release that simply read, “Tick-tock, tick-tock, dear friends,” before signing off as “the Puppetmaster of Phalluses.”

“Now, you fools, midnight fast approaches, and I will turn my device to full blast, demonstrating the true power of my—of my—oh no, I’m…I’m…gahh!” an out-of-breath Ludlum said in his final dispatch, moments after the machine misfired and blasted him with its engorgement beam, causing the CEO to fall to his knees in a gasp of defeat. “Curses! Someone must have meddled with the Premature Ejacu-Ray setting. Hold on. No, it’s fine. Just leave me alone. It’s just… I said it’s fine! Don’t touch me. I just don’t like to be touched afterwards.”

“You haven’t seen the last of me!” he added. “But for now I must go rest and regain my strength.”

",Economy,0
What To Know About NOAA,https://theonion.com/what-to-know-about-noaa/,The Onion,,7-03-25,"Q: Why is the Trump administration targeting the National Oceanic and Atmospheric Administration?

A: To encourage forecast-obsessed Americans to live in the moment.

Q: Why do we need NOAA?

A: We’re about to find out.

Q: Why do Republicans want to privatize the agency’s work?

A: Conservatives believe a free market will provide the best possible weather.

Q: Is it not hubris for the mind of man to seek to touch the realms of the firmament?

A: Yeah, it kind of is.

Q: What is the main benefit to privatizing weather data?

A: Less traffic on evacuation routes.

Q: What should we rely on for weather forecasting now?

A: The aching joints of the elderly.

",Science,0
Erewhon Defends $19 Strawberry: ‘It’s Made To Be Split’,https://theonion.com/erewhon-defends-19-strawberry-its-made-to-be-split/,The Onion,,7-03-25,,Human Interest,0
Trump Renames Eric ‘Eric Of America’,https://theonion.com/trump-renames-eric-eric-of-america/,The Onion,,6-03-25,,Politics,0
Fact-Checking Trump On The Russia-Ukraine War,https://theonion.com/fact-checking-trump-on-the-russia-ukraine-war/,The Onion,,6-03-25,"Following his Oval Office clash with Ukrainian President Volodymyr Zelensky, President Donald Trump has paused military aid to Ukraine.The Onionfact-checks Trump on the Russia-Ukraine war.

Claim: Zelensky never told the United States ‘thank you.’

False: Every voice other than his own just sounds like high-pitched ringing to Trump.

Claim: Ukraine started the war.

False: Ukraine provoked a “special military operation,” not a war.

Claim: The United States has given Ukraine $350 billion.

Unverified: This cannot be confirmed because fingers only go up to 10.

Claim: Zelensky is a dictator.

False: Dictators tend to be fashionable.

Claim: Trump berated Zelensky as if Ukraine were one of America’s worst enemies.

False: Trump used a tone of voice normally reserved for JD Vance.

",Politics,0
"Pete Hegseth Deploys 3,000 U.S. Troops On Beer Run",https://theonion.com/pete-hegseth-deploys-3000-u-s-troops-on-beer-run/,The Onion,,3-03-25,"WASHINGTON—Declaring the utter lack of alcohol in the Pentagon kitchen to be a “national emergency,” Defense Secretary Pete Hegseth reportedly deployed 3,000 troops American on a beer run Monday. “As of this morning, I have ordered our armed forces to travel to liquor stores, gas stations, and 7-Elevens across the country to stock up on brewskis ASAP,” said Hegseth, adding that he’d also sent a Stryker Brigade Combat Team and a General Support Aviation Battalion to load up their armored vehicles and aircraft with as many 30-packs of Keystone Light, Busch Light, and Natty Light as they could fit. “Although we previously ordered the National Guard to score beer back in January, it ran out in, like, a day. Now it’s becoming increasingly clear that without military intervention, our kegs will run dry before the night even begins. The last thing this nation needs is to be left with nothing but tequila. That shit gives me such a fucking hangover.” According to sources, Hegseth also ordered the military to buy several thousand bottles of Smirnoff for some chicks he had been texting.

",Politics,0
Trump’s First 100 Days,https://theonion.com/trumps-first-100-days/,The Onion,,3-03-25,"After taking the oath of office, presidents historically have only a short time to achieve their major policy goals before midterm elections and shifts in public sentiment catch up to them. Here,The Oniontakes a deep dive into the likeliest milestones in President Donald J. Trump’s first hundred days.

Day 1: Pull big red lever labeled “Deport”

Day 3: Get new red marker for crossing names off enemies list

Day 9: Install secret junk food fridge that RFK Jr. can’t find

Day 17:Imprison Stormy Daniels in pornographic terrarium

Day 23: Get JD Vance to stop staring at him

Day 45: Take time to appreciate gutting the little things

Day 61: Check out changes to D.C. restaurant scene

Day 79: Imprison all 6,978 Americans named Jack Smith, just in case

Day 93: Treat self to a “me day”

Day 100: Have stroke

",Politics,0
Tim Walz Calls On Fellow Democrats To Return His Tupperware,https://theonion.com/tim-walz-calls-on-fellow-democrats-to-return-his-tupperware/,The Onion,,3-03-25,"ST. PAUL, MN—Making an impassioned plea to his colleagues in an effort to inspire concrete action, Gov. Tim Walz of Minnesota publicly called on his fellow Democrats Monday to return his Tupperware at once. “To the esteemed members of the Democratic Party—I implore you to stand up for what’s right and give back any pieces of my Tupperware you have yet to return,” said the former vice presidential candidate, calling on House Minority Leader Hakeem Jeffries, Senate Minority Leader Chuck Schumer, and other top Democrats to set a good example of kitchen container etiquette. “For too long, this party has sat back and watched as my casserole dish goes without its corresponding lid. We as a country, as well as my famous green bean hot dish, deserve better than freezing leftovers in ziplock bags when perfectly good freezer-safe Tupperwares  are going unreturned. It is therefore our duty as defenders of the Constitution to see to it that loaned out containers are properly washed and handed back to their rightful owners in a timely manner—preferably with something tasty that you made inside.” At press time, Walz had urged Democratic voters to keep calling their representatives to demand his vintage Anchor Hocking dishware be returned.

",Politics,0
Trump Signs Executive Order Making Official Language Of U.S. Remedial English,https://theonion.com/trump-signs-executive-order-making-official-language-of-u-s-remedial-english/,The Onion,,28-02-25,"WASHINGTON—In a move designed to promote unity and establish efficiency at the federal level, President Donald Trump signed an executive order Friday making the nation’s official language remedial English. “Going forward, all government communications must be really short and lack any kind of coherent grammatical structure,” read the executive order, which also mandated that official documents could not contain words that were more than one syllable long, could not use difficult modifiers like adverbs, and should ideally include numerous misspellings. “We will no longer permit fancy-sounding grown-up words, but will instead use ones that are easy to sound out if you think real hard. For instance, words that start with “kn,” “gn,” or a silent “h” are bad. But words like ‘dog,’ ‘mom,’ and ‘dad’ are good.” At press time, the Department of Education had released new guidelines forbidding schools from teaching students more than five words total.

",Politics,0
NOAA Cuts Leave Wind Chimes As Sole Predictor Of Approaching Hurricanes,https://theonion.com/noaa-cuts-leave-wind-chimes-as-sole-predictor-of-approaching-hurricanes/,The Onion,,28-02-25,"SILVER SPRING, MD—As mass firings of career experts and scientists continued to roil the federal government, officials confirmed Friday that cuts to the National Oceanic and Atmospheric Administration had left a single set of wind chimes as the sole predictor of approaching hurricanes. “In the wake of hundreds of layoffs at the National Weather Service, we would advise citizens to listen for the gentle tinkling of these wind chimes to gauge whether a tornado, flash flood, or other severe storm system is drawing near,” said NOAA spokesperson Andrea Kopit, expressing the administration’s hope that the characteristic jingling of the chimes in the breeze would provide information as accurate as that gathered from the former network of weather satellites, Doppler radar systems, and aircraft observation overseen by 12,000 staff members in an effort to prevent catastrophic property damage and casualties. “Unfortunately, the chimes are located in Topeka, KS, so many Americans will need to travel to listen for their sound in the breeze. The benefit here is there’s an elderly woman sitting on the porch below the chimes, and you can use the creak in her arthritic knee to get a read on shifts in barometric pressure.” The NOAA cuts followed layoffs at the U.S. Geological Survey that resulted in all earthquakes being tracked by observing the sudden rattling of a glass of water set on a table.

",Environment,0
Lockheed Martin Develops Giant Tactical Rubber Spider,https://theonion.com/lockheed-martin-develops-giant-tactical-rubber-spider/,The Onion,,28-02-25,"BETHESDA, MD—Ushering in a new, highly advanced era of creepy-crawly warfare, defense contractor Lockheed Martin announced Friday that it had developed a giant tactical rubber spider. “With the introduction of this state-of-the-art rubber spider and its highly realistic, blood-curdling fangs, the face of combat has changed forever,” said CEO James Taiclet, explaining that the long-range, 250-foot-tall precision latex arachnid could be deployed anywhere in the world to scare the living daylights out of anyone in a 3,000-mile radius. “Enemy combatants are sure to flee when they see these immense, cutting-edge rubber spiders dropped into a war zone. Its power to freak out even the most well-trained military forces in the world should not be overstated.” Reached for comment, U.N. official confirmed they had drafted a resolution condemning the use of giant rubber spiders in war zones as inhumane and gross.

",Technology,0
Cardinal With 3-Foot Vertical Leap Emerges As Frontrunner In Papal Combine,https://theonion.com/cardinal-with-3-foot-vertical-leap-emerges-as-frontrunner-in-papal-combine/,The Onion,,28-02-25,"VATICAN CITY—Revealing that he had quickly distinguished himself at the four-day invitation-only event, Vatican sources confirmed Friday that Cardinal Timothy M. Dolan, a 75-year-old American prelate with a 3-foot vertical leap, had emerged as the frontrunner in the Papal Combine. “The College of Cardinals has produced some strong prospects this time around, but Dolan’s basilica agility time of 10.8 seconds has made this his papacy to lose,” said Catholicism analyst Dave Hutchins, adding that high-ranking members of the Holy See hadn’t seen vertical prowess like Dolan’s since the legendary John Paul II era. “These cardinals have been training their whole lives for this, but when the whistle blows for the 40-yard baptism dash, Dolan’s leaving them all in the dust. That 3-foot vertical is putting him way closer to God than any of the other pontifex maximus hopefuls. Every drill they run, Dolan’s at the front of the pack. He’s swinging that censer the fastest. He’s weaving through those cones and glasses of sacramental wine without spilling a drop of holy water. This is a cardinal in his physical and spiritual prime, and frankly, it’s an exciting time to be Catholic.” At press time, Cardinal Dolan had reportedly dropped out of the combine after a blood test came back positive for Protestantism.

",World News,0
Andrew Tate Grabs Some Romanians From Airport Gift Shop,https://theonion.com/andrew-tate-grabs-some-romanians-from-airport-gift-shop/,The Onion,,28-02-25,,Entertainment,0
Jeff Bezos Sends Note To Whole Foods Staff Forbidding Criticism Of Grapes,https://theonion.com/jeff-bezos-sends-note-to-whole-foods-staff-forbidding-criticism-of-grapes/,The Onion,,27-02-25,"MIAMI—Asserting that many differing perspectives on the fruit were readily available online, billionaire Jeff Bezos reportedly sent a note to staff at the Amazon-owned Whole Foods this week strictly forbidding the criticism of grapes. “I grew up eating grapes and proudly so,” said Bezos, who emphasized the role grapes have played in shaping American culture and expressed his commitment to defending them as a fun and sweet snack. “Bite-sized, flavorful, and healthy treats like grapes are right for America, and I feel this viewpoint has been underserved in grocery stores around the country until now. Supporting grapes is ethical and practical. Grapes are perfect whether you’re on the go or sitting down for lunch, and they greatly reduce hunger among all Americans.” The note concluded with an acknowledgement that leadership changes were already underway to select produce managers who would support this new direction.

",Economy,0
Department Of Education Sternly Announces It Is Counting To 3,https://theonion.com/department-of-education-sternly-announces-it-is-counting-to-3/,The Onion,,27-02-25,"WASHINGTON—Insisting they were serious this time as they addressed all 340 million Americans, officials with the U.S. Department of Education sternly announced Thursday that they were counting to three. “All right, we’re not playing around here, guys—you do not want to see what happens when we get to three,” department spokesperson Ella Reiss said during a press conference, rapidly switching the lights on and off in the briefing room and then snapping several times to get the country’s full attention. “Darryl Fulbright of Akron, OH, we see you there! Don’t even think of it, mister. Fine, fine! You asked for it. One…two…two and a half…” At press time, the Department of Education was reportedly drawing a tally mark next to the country’s name and saying it was on very thin ice.

",Politics,0
All Of The Changes Coming To Starbucks,https://theonion.com/all-of-the-changes-coming-to-starbucks/,The Onion,,27-02-25,"In an effort to win back customers and boost profits, Starbucks’ new CEO Brian Niccol is implementing sweeping changes.Here is a selection of the innovations Niccol is making.

Baristas will use Sharpies to get high at work again

Introducing new seasonal menu items like the Ground’s Thawed So We Can Finally Bury Grandma Day Latte

Bringing back in-store cows for self-service milk station

Some new focaccia aioli harissa egg thing that will still taste like its been sitting out for 30 years

Free espresso shots for kids under 5

Removing your favorite drink from the menu and burning all files that contained the recipe

Waste reduced by introduction of communal straw

All employees must purchase something before being able to use the bathroom

Free coffee on day of your death

“Streamlined ordering process” and other ways to not say laying a bunch of people off

",Economy,0
Study Finds Revving Corvette Outside Her Office Best Way To Show Ex What She’s Missing,https://theonion.com/study-finds-revving-corvette-outside-her-office-best-way-to-show-ex-what-shes-missing/,The Onion,,27-02-25,"BOSTON—In a new study conducted to examine the effects of high-octane vehicles on getting her back once and for all, researchers have concluded that revving the engine of a Corvette convertible outside your ex-girlfriend’s office is the best way to show her what she’s missing. “According to our data, the efficacy of pulling up to the parking lot of her office plaza in your sweet-ass ride is nearly unmatched in terms of convincing her to get back together, and when you incorporate the act of gunning the engine until a huge cloud of exhaust pours out of the tailpipe, those results nearly triple,” lead researcher Tanya Kramer told reporters Thursday, explaining that the study also found a strong correlation between blasting AC/DC’s “T.N.T.” from the car’s killer speakers and your ex-girlfriend finally seeing the error of her ways. “When presented with the sight of a misunderstood bad boy doing donuts in the parking lot right outside their workplace, nine out of 10 of participants reacted with total awe and intense sexual arousal that left them pining after the relationship they once had.” Researchers added that these results were only obtained in cases where drivers left their tinted windows rolled up to conceal their tears.

",Human Interest,0
DOGE By The Numbers,https://theonion.com/doge-by-the-numbers/,The Onion,,20-02-25,"Elon Musk, the leader of DOGE, claims the organization’s sweeping cuts have already saved the government $55 billion.The Onionexamines the key facts and figures behind the Department Of Government Efficiency.

20,000:Free lunch sandwiches confiscated from schoolchildren’s mouths mid-bite

17:Cancer research breakthroughs successfully averted

45:Minutes per meeting spent looking at videos on Elon Musk’s phone

83:FAA employees left between you and a Boeing 747 crashing into your house

10%:Group discount on department fake ID order

13,000:Federal employees laid off via meme

500:Nut taps distributed

253:Number of scorned public servants currently writing manifestos

8:Times Elon Musk has tried to explain why the agency name is funny to Trump

",Technology,0
Dalai Lama Revises Claim Life Only Suffering When Not Listening To Golden-Era Supertramp,https://theonion.com/dalai-lama-revises-claim-life-only-suffering-when-not-listening-to-golden-era-supertramp/,The Onion,,17-02-25,"DHARAMSHALA, INDIA—The Dalai Lama announced in a press conference Monday that he has revised his position that suffering is an inevitable fact of life and that he now believes life is only suffering when one is not listening to golden-era Supertramp. “I was recently lent a remastered version ofBreakfast In America, and it went down so damn smooth that it completely shifted my stance on pain and the human condition,” said His Holiness, admitting that the proclamation upends the conceptual grounding of Buddhism’s Four Noble Truths. “Humanity can free itself from pain by throwing on “Goodbye Stranger” and cranking that shit up until you feel like you’re floating. Also, attachment to desire is totally okay if what you desire is the intricate musical arrangements and artful melody of Britain’s best prog rock band. The real path to nirvana is through the deep cuts on disc two ofRetrospectacle: A Supertramp Anthology.” The Dalai Lama went on to condemn the Rock and Roll Hall of Fame for its hateful anti-Supertramp stance and encouraged his followers to sign a petition supporting the band’s induction.

",Human Interest,0
Joann Fabrics Announces Plans To Make Mishmash Store Out Of Shuttered Locations’ Scraps,https://theonion.com/joann-fabrics-announces-plans-to-make-mishmash-store-out-of-shuttered-locations-scraps/,The Onion,,14-02-25,,Economy,0
Tips For Embracing Single Life,https://theonion.com/tips-for-embracing-single-life/,The Onion,,14-02-25,"Despite stereotypes that unpartnered people are lonely or unhappy, being single doesn’t have to be a burden.The Onionshares tips for embracing single life.

Take yourself on a date! There’s no reason you can’t have fun being visibly, utterly alone in public.

Delight in the bacchanal of carnal pleasures that is the Omaha hookup scene.

Pretend you’ve been stood up at restaurants to get loads of free bread.

Realize that your ex was actually holding you back from things you really value, like not cleaning, not cooking, and not bathing.

Develop a non-romantic identity like “dog mom” or “incoherent wino.”

Most suicide hotline operators will listen to you talk about your day if you pepper in some threats.

Explore new interests to immediately abandon at the first sign of a relationship.

Use the solitude to reflect on you and just how you managed to fuck up this badly.

Tell everyone your family was brutally murdered, so you seem less pathetic.

",Human Interest,0
New Evidence Suggests Humans Developed Written Language To Avoid Breaking Up In Person,https://theonion.com/new-evidence-suggests-humans-developed-written-language-to-avoid-breaking-up-in-person/,The Onion,,14-02-25,"CHICAGO—Noting that early humans’ aversion to confrontation played a critical role in their evolution, a new study published Friday in theAmerican Journal Of Archaeologyconcluded that written language was first developed to avoid breaking up in person. “According to our findings, early Mesopotamians created the first cuneiform tablets in 3200 BCE because they couldn’t bear the idea of looking their partner in the eye and ending things face-to-face,” said the study’s author, Professor Jason Greene, who added that once humans learned how effective a breakup note transcribed on papyrus, clay, or animal skin could be, they began developing a variety of symbols to quickly and effectively call a relationship off. “Some of the earliest pictographs, like a broken heart, a withered rose, or crossed out stick figures standing side by side, were seemingly quite effective for avoiding an in-person argument. But based on our evidence, our ancestors eventually developed a phonetic alphabet to convey more complex ideas, like that it might be best for them to open their relationship, or to take a short break and try seeing other people.” Greene added that early humans also developed hunting spears as a way to avoid going through the trouble of divorce.

",Human Interest,0
STIs: Myth Vs. Fact,https://theonion.com/stis-myth-vs-fact/,The Onion,,13-02-25,"Sexually transmitted infections, also known as STIs or STDs, affect millions of Americans every year.The Oniondebunks the many misconceptions people have about STIs.

MYTH: STI tests are inconvenient.

FACT: The clinic will mail your penis back within three to five business days.

MYTH: Gonorrhea and chlamydia cancel each other out.

FACT: Gonorrhea beats syphilis, syphilis beats HPV, and HPV beats gonorrhea.

MYTH: STIs can’t be transmitted through oral sex.

FACT: Nice try.

MYTH: It’s risky to have multiple sexual partners without getting tested.

FACT: The real danger is falling in love.

MYTH: Having sex in hot tubs kills STIs.

FACT: We get it, you have a hot tub.

MYTH: You should inform any sexual partners if you test positive for an STI.

FACT: Don’t just talk about yourself—ask them how they’re doing, too.

MYTH: Once you get an STI, you’re stuck with it forever.

FACT: Eventually you will die.

",Science,0
Elon Musk Humps Nuclear Football,https://theonion.com/elon-musk-humps-nuclear-football/,The Onion,,13-02-25,,Technology,0
Musk Signals Willingness To Bid More Than $97 Billion To Acquire Respect,https://theonion.com/musk-signals-willingness-to-bid-more-than-97-billion-to-acquire-respect/,The Onion,,12-02-25,"WASHINGTON—Stressing that he was open to going far higher to close the deal, Tesla CEO Elon Musk announced Wednesday that he had made an unsolicited $97.4 billion offer to acquire respect. “This is a very important opportunity for me, and as such I’m willing to put forward considerable capital towards procuring just a modicum of respect,” said the billionaire in a social media post, which went on to explain that he saw acquiring respect as just “one small step” toward the broader goal of being seen as a serious person. “As you’re aware, I was actually in a position of high esteem just a few years ago. That’s why I’m a perfect candidate to acquire respect now. Of course, this is just my opening offer. No price is too high to make this happen.” Musk added that he expected he might have to significantly raise his bid based on the realities of how detestable most people found him.

",Economy,0
Anti-Aging Millionaire Announces He Has Put In Purple Contact Lenses,https://theonion.com/anti-aging-millionaire-announces-he-has-put-in-purple-contact-lenses/,The Onion,,12-02-25,"LOS ANGELES—Boasting that he had made the most dramatic change to his appearance yet, anti-aging millionaire Bryan Johnson revealed Wednesday that he had put in purple contact lenses. “Today, I stand before you a new, younger man who also has violet eyes,” said the 47-year-old business magnate, who added that on top of his intensive daily regimen of light therapy, blood transfusions, and 91 custom supplements, he and his team of longevity specialists had now covered his eyes with colored lenses he purchased online. “Although my natural blue eyes didn’t necessarily age me, my new, purple eyes give me an air of otherworldly mystery. And this is only the beginning. Soon, I’ll have some cat-eye contacts for both myself and my son to wear when he gives me his blood.” At press time, a shirtless Johnson could be heard screaming in pain as his bloodshot eyes rejected the contacts and immediately aged him 20 years.

",Human Interest,0
Poll Finds Majority Of Americans Would Support Wind Turbines If They Sliced Deli Meat As Well,https://theonion.com/poll-finds-majority-of-americans-would-support-wind-turbines-if-they-sliced-deli-meat-as-well/,The Onion,,11-02-25,"WASHINGTON—In a major survey of public attitudes toward alternative energy as the climate crisis continues, a poll published Tuesday found that an overwhelming majority of U.S. residents would support wind turbines if they sliced deli meat as well. “Everyday Americans want to know how exactly wind power is going to serve our community, and many more of us would be on board if, in addition to converting the wind’s kinetic energy into electricity, those turbines also provided thinly sliced Cajun-style turkey breast,” said survey participant and Iowa resident Jeanine McFadden, who went on to explain that her community felt “left behind” by a lack of access to alternative meat-slicing sources. “Politicians talk a big talk about alternative energy, but if the people of this community could stand underneath the turbine blades for a little sample of honey ham, or if the base of the turbine had a built-in hot box full of grab-and-go rotisserie chickens, that’s what would make a real difference.” McFadden added that the community would also be open to exploring nuclear energy, provided the residual heat from reactors could be used to toast sub sandwiches.

",Environment,0
