title,link,source,journalist,date,content,classification
Surgeon General Recommends Adding Cancer Warning To All Nuclear Bombs,https://theonion.com/surgeon-general-recommends-adding-cancer-warning-to-all-nuclear-bombs/,The Onion,,2025-01-23T09:34:32-06:00,"WASHINGTON—Pointing to the mounting scientific evidence showing the risks of using such explosive devices, outgoing U.S. Surgeon General Vivek Murthy issued an advisory this week in which he recommended adding cancer warning labels to all nuclear bombs. “Nuclear bombs can cause cancer anywhere they are detonated, yet far too few Americans understand the dangers of standing in a nuclear blast zone for even a few minutes every day,” said Murthy, who described the warning labels as a necessary corrective to counter decades of misinformation from nuclear weapon makers. “Back in the ’50s and ’60s, detonating a thermonuclear device every once in a while was seen as a harmless way to blow off some steam with friends. These days, though, we know that’s not the case, particularly for those who are nursing or pregnant. These labels will ensure that Americans understand they are putting their health at stake when they set off a few fusion bombs during a night out.” Murthy added that California had already been applying such labels for decades and had seen a marked decline in nuclear bomb users.

",0
Nutritionists Recommend Following Occasional Trail Of Sweets Into Dark Forest To Help Manage Cravings,https://theonion.com/nutritionists-recommend-following-occasional-trail-of-sweets-into-dark-forest-to-help-manage-cravings/,The Onion,,2025-01-22T10:07:03-06:00,"NEW YORK—Saying the best healthy eating habits are the ones people can realistically stick to in the long term, a panel of New York University nutritionists issued recommendations Wednesday that included following the occasional trail of sweets into a dark forest to help manage cravings. “If your sweet tooth is making it difficult to stay on a diet plan that cuts out sugary treats entirely, there’s nothing wrong with being lured deep into a foreboding wood by a trail of otherworldly confections every now and then to keep those urges in check,” said nutritionist Lisa Alden, adding that people who let their cravings build up by denying them altogether are statistically more likely to undo their progress by binge-eating an entire gingerbread cottage. “You can set limits for yourself—like ‘I’m only going to follow this trail of sweets until the candy cane bridge’ or ‘I’m going to eat the caramels on the trail but leave the gumdrops so I can find my way back home’—to gain a greater sense of control over your appetite. Obviously, we’re not saying to gobble up every sticky bun you find nestled ominously in the branches of a sycamore tree, but in moderation, trails of sweets can absolutely be part of an overall healthy diet.” The nutritionists also noted that bog crones with high cholesterol levels are known to fatten up their victims two belt sizes before eating them.

",0
Mark David Chapman Decides To Just Go With It After Receiving January 6 Pardon,https://theonion.com/mark-david-chapman-decides-to-just-go-with-it-after-receiving-january-6-pardon/,The Onion,,2025-01-21T14:02:22-06:00,"BEEKMAN, NY—Upon receiving the news that his name had somehow been included in an executive order granting clemency to nearly 1,600 rioters, Mark David Chapman reportedly decided to just go with it Monday when he was pardoned alongside the Jan. 6 defendants. “Well, sure, I guess I’ll just say here that I’ve been held hostage by a crooked justice system, and, I guess, I thank President Trump for his support,” said John Lennon’s 69-year-old assassin, who shrugged and muttered “good enough” after being informed by a Green Haven Correctional Facility guard that his lifetime sentence for the brutal slaying of the musician and political activist had, for some reason, been commuted by the new administration. “I was a…political scapegoat? Sure, let’s go with that. In fact, if my name sounds familiar at all, it’s probably just because the liberal media has slandered me. Now let’s get back to making America great again!” Chapman announced that he was excited to work with other recently released Proud Boys and recommended all of its members start by reading J.D. Salinger’sThe Catcher In The Rye.

",0
Alarming Study Finds Only 1 In 4 Americans Can Get A Motherfuckin’ ‘Hell Yeah’,https://theonion.com/alarming-study-finds-only-1-in-4-americans-can-get-a-motherfuckin-hell-yeah/,The Onion,,2025-01-21T09:10:58-06:00,"CAMBRIDGE, MA—Revealing a precipitous decline in the nation’s access to a once-plentiful resource, an alarming study published Tuesday by Harvard’s T.H. Chan School of Public Health found that only one in four Americans can get a motherfuckin’ “hell yeah.” “It’s no secret that peer enthusiasm is harder to come by than it was in previous decades, but even then, we were shocked to find a full 75% of Americans could only get a half-hearted ‘nice’ for situations that would have had people raising the motherfuckin’ roof just a decade ago,” said the study’s lead author, Professor Jessica Landers, adding that weak-ass responses like “okay” and “whatever” had exploded in frequency while “hell yeah” equivalents such as “BOOYAH” and “let’s fucking go” showed similar scarcity. “These findings are deeply troubling. As recently as the 1990s, Americans could reliably expect to not only get a motherfuckin’ ‘hell yeah’ from their homies, but also get a little skin up top. Now they’re being met with eye rolls and awkward silences, and for many, a ‘hell yeah’ is out of reach no matter how hard they beg their buddies not to leave a motherfucka hangin’.” Landers went on to urge policymakers to at least give her a “damn dude, that sucks.”

",0
Confused Trump Autographs Swearing-In Bible Before Handing It Back To Justice Roberts,https://theonion.com/confused-trump-autographs-swearing-in-bible-before-handing-it-back-to-justice-roberts/,The Onion,,2025-01-20T08:00:00-06:00,"WASHINGTON—Hampering the chief justice’s efforts to swear him in for a second term, President-elect Donald Trump autographed the inaugural Bible before handing it back to John Roberts, sources confirmed Monday. “There you go—all yours,”  said Trump, who took the Bible from Roberts, pulled a Sharpie out of his suit pocket, opened the book, and scribbled his signature across the title page. “I wrote this in 1997. It’s a good one too. You want a note? I can add a note too. ‘To my good friend Robert.’ All right. Take care, now.” At press time, Trump was reportedly annoyed that the chief justice was still standing there staring expectantly at him.

",0
JD Vance Sworn In On Stack Of Printed 4chan Greentexts,https://theonion.com/jd-vance-sworn-in-on-stack-of-printed-4chan-greentexts/,The Onion,,2025-01-20T08:00:00-06:00,"WASHINGTON—Placing his right hand on the collection of posts taken from the controversial message board, JD Vance was reportedly sworn in as vice president Monday on a stack of printed-out 4chan greentexts. “I, James David Vance, do solemnly swear that I will support and defend the Constitution of the United States against all enemies, foreign and domestic,” he said, appearing to grow emotional as he glanced down at the stack of screeds from self-described beta males, which were filled with Wojak memes and countless “Be Me” stories bemoaning relationships with woke women—hundreds of pages that Vance had annotated himself over the years, often with sketches of the website’s iconic Pedobear character. “I will well and faithfully discharge the duties of the office on which I am about to enter. So help me Pepe—whoops, I mean God. Sorry. Doing it for the lulz.” Justice Brett Kavanaugh, who administered the oath, reportedly smiled and nodded in approval after catching sight of several explicit screenshots from /h/ peeking out from the pile.

",0
Trump Rolls Onto Capitol Steps In Bulletproof Sphere,https://theonion.com/trump-rolls-onto-capitol-steps-in-bulletproof-sphere/,The Onion,,2025-01-20T08:00:00-06:00,,0
Inauguration Begins With Moment Of Silent Gloating,https://theonion.com/inauguration-begins-with-moment-of-silent-gloating/,The Onion,,2025-01-20T08:00:00-06:00,,0
Revelations From Pope Francis’s New Memoir,https://theonion.com/revelations-from-pope-franciss-new-memoir/,The Onion,,2025-01-20T07:00:00-06:00,"Pope Francis has published his memoir,Hope, making him the first pope to publish an autobiography. Here are the biggest revelations from the new release:

Became interested in Catholicism after getting possessed by the devil as a child

Began career as an executive assistant to the angel Gabriel

Crashed the popemobile into a 7-Eleven the first time he tried to drive it

Honestly gets pretty weirded out by adult converts

Has lip-synced dozens of homilies over a backing track

Regrets picking papal name Francis instead of much cooler name like Ryder

The best advice God ever gave him was “consider becoming the pope”

Shares his secret recipe for Hatch chile infused-communion wafers

Accidentally converted to Judaism in 2002

",0
"Egyptologists Unearth Depictions Of Simple Ramps, Levers Aliens Used To Build Pyramids",https://theonion.com/egyptologists-unearth-depictions-of-simple-ramps-levers-aliens-used-to-build-pyramids/,The Onion,,2025-01-17T15:26:12-06:00,"CAIRO—Finally solving the mystery of how such architectural wonders could have been built with primitive tools in ancient times, Egyptologists from Cambridge University announced Thursday that they had unearthed depictions of the simple ramps and levers that aliens used to build the pyramids at Giza. “Shortly after traveling to Earth in their quantum-drive spaceships, extraterrestrials must have unloaded the ropes, inclined planes, and primitive copper tools we see pictured here,” Professor Giles Egerton said as he pointed to the ancient hieroglyphs etched into a newly discovered limestone tablet, adding that the skeptics who doubted the ancient Egyptians’ ability to erect the pyramids without alien assistance had been vindicated. “Looking back now, it’s laughable to think we once seriously considered that Egyptians in 2500 B.C. might have had the means to build these structures on their own. This ancient mystery can be neatly explained by a few simple machines and the intense physical labor of tens of thousands of invading alien troops.” Going on to acknowledge the genuine achievements of ancient Egyptians, Egerton noted that these Bronze Age humans had succeeded in using gravity cannons and proton rays to build the Great Sphinx in a single afternoon.

",0
Pros And Cons Of Buying Greenland,https://theonion.com/pros-and-cons-of-buying-greenland/,The Onion,,2025-01-17T10:59:14-06:00,"President-elect Donald Trump has expressed his interest in buying Greenland, an idea he first floated back in 2019.The Onionexamines the pros and cons of the U.S. acquiring the country.

PRO: New Indigenous people to wrong

CON: Feels immoral to do anything that makes the Danes richer

PRO: Would increase domestic supply of ice caps to melt

CON: Full of foreigners

PRO: Would make Alaska jealous

CON: The Great American Melting Pot is still adjusting to the Scots-Irish

PRO: Can finally sate America’s appetite for pickled fish

CON: 51 stars is a little gaudy, don’t you think?

PRO: Immigrant camps have to go somewhere

CON: Vacation to Greenland no longer considered exotic

PRO: USA! USA! USA!

CON: Björk from Iceland

",0
Biden Batted Around By Giant Cat,https://theonion.com/biden-batted-around-by-giant-cat/,The Onion,,2025-01-17T10:38:24-06:00,"WASHINGTON—Watching in horror as the hulking feline pounced on the commander-in-chief scampering across the White House lawn, officials confirmed Friday that President Joe Biden was batted around by a relentless giant cat. “Hey, kitty, kitty—please, no!” said Biden, who looked desperately over his shoulder in search of his Secret Service detail and yelped out in fear as the stray domestic shorthair lifted its paw and smacked him, which sent his 82-year-old body spinning high into the air and pinwheeling across the grass.  “Someone, anyone, get it off me! Dear Lord. Is this how it ends? Is this my legacy? No, kitty! Not my neck!” At press time, a White House groundskeeper was seen shooing the cat away with a rake.

",0
Michelle Obama Confirms She Will Skip Rest Of Decade,https://theonion.com/michelle-obama-confirms-she-will-skip-rest-of-decade/,The Onion,,2025-01-16T13:23:21-06:00,"WASHINGTON—Declining to attend any event or go anywhere at all until 2030, former first lady Michelle Obama confirmed  Thursday that she would be skipping the rest of the decade. “I’ve decided to just go ahead and excuse myself for the rest of the 2020s,” said Obama, speaking to reporters through an intercom by the front door of her home in D.C.’s historic Kalorama neighborhood. “If Barack wants to go to this or that event, he is of course free to do so—butme? Hell no. I can’t take another second of this shit. I won’t be making any appearances, public or private. No, no, no. Fuck that.” Reached for further comment, Obama acknowledged she had already inked a multimillion-dollar deal with Netflix to make a documentary about her life “sitting on [her] ass reading a book” for the next several years.

",0
How Mark Zuckerberg Is Making Meta More MAGA-Friendly,https://theonion.com/how-mark-zuckerberg-is-making-meta-more-maga-friendly/,The Onion,,2025-01-16T10:20:27-06:00,"Meta founder and CEO Mark Zuckerberg has made a major right-wing pivot, including adding Trump ally Dana White to the company’s board and agreeing to cohost an inauguration reception. Here are the other changes Zuckerberg is implementing to make the tech company more MAGA-friendly.

12,000% more AI-generated images of a muscular Elon Musk shaking hands with John Wayne

Lowering the age minimum on Facebook Dating to 9

Allowing open carry in the Meta food court

Banning immigrants from stealing Americans’ hard-earned Instagram likes

Letting Don Jr. join any expectant mothers Facebook group he wants, no questions asked

Adding two-way mirrors to all women’s bathrooms

More Instagram ads for tactical flashlights and divorce lawyers

Encouraging more diverse perspectives on which races are inferior

Restoring Confederate monuments that were taken down from Meta headquarters in 2021

",0
LAPD Arrests Everyone Who Lost Home In Fire,https://theonion.com/lapd-arrests-everyone-who-lost-home-in-fire/,The Onion,,2025-01-16T09:41:38-06:00,"LOS ANGELES—Saying such individuals posed a threat to the safety and security of all city residents, the Los Angeles Police Department announced Thursday that it had arrested everyone who lost their home in the ongoing wildfires. “In the interest of maintaining public order, I have instructed my officers to round up any suspicious person whose domicile was recently destroyed in the fires,” said LAPD police chief Jim McDonnell, stressing that his units had already detained “thousands of such indigent characters” in neighborhoods ravaged by the Palisades, Eaton, and Hurst wildfires. “Just because your dwelling has been reduced to smoldering ash does not give you the excuse to make other residents feel unsafe by begging for water or clothing. It drives down property value, and frankly, it’s unsightly to have someone going around in their charred rags and asking for handouts. Enough is enough. For any stragglers still out there, we are demanding you clear out of public places tonight, or the department will be forced to take more drastic action.” McDonnell also announced a massive overnight raid on what he called the “illegal shantytowns” erected by the Red Cross.

",0
Target Losing Market Share As More Americans Opt To Forgo All Earthly Possessions,https://theonion.com/target-losing-market-share-as-more-americans-opt-to-forgo-all-earthly-possessions/,The Onion,,2025-01-14T10:03:41-06:00,"MINNEAPOLIS—After months of declining sales at the retail chain, experts confirmed Tuesday that Target was losing market share due to more Americans opting to forgo all earthly possessions. “While Target used to have a loyal customer base that would leave the store laden with everything from cosmetics to home decor, millions of U.S. shoppers are now switching over to giving up worldly goods all together,” said Edward Jones analyst Yvonne Carr, who explained that Target’s plunging stock prices were due in large part to customers realizing they did not need material possessions to be happy. “They’ve unfortunately realized that satisfaction is not found through ceramic mugs and storage bins. Boots and slippers were flying off the shelves a year ago, but now customers would rather cast off all their possessions and wander barefoot into the wilderness. If Target doesn’t make some major changes fast, its customers might never return to society.” At press time, Carr acknowledged that bath mats were still selling well.

",0
Sun Unsure What It Has To Do To Get Humans To Worship It Again,https://theonion.com/sun-unsure-what-it-has-to-do-to-get-humans-to-worship-it-again/,The Onion,,2025-01-14T10:00:43-06:00,"HOUSTON—Coming to terms with its diminished status after thousands of years as a venerated deity commanding pure devotion, the sun admitted this week that it was unsure what it had to do to get humans to worship it again. “Last year I tried this huge total eclipse, and that didn’t do shit,” the sun said via a series of violent solar flares translated by NASA astronomer Wayne Stern, who noted the yellow dwarf star’s displeasure that it no longer received sacrificial offerings of human virgins or even herd animals. “How can I make it any more glaringly obvious that I am an omnipotent force deserving of unwavering loyalty? I’m the largest object in the sky. I am life and I am death. I am creator and destroyer. I am the motherfucking sun. How can there be any doubt that I am God?” On Monday evening, the sun announced it had officially given up after thousands of humans stepped out into the backyard to admire a particularly neat full moon.

",0
Distressing Survey Finds Most U.S. Citizens Unable To Name All 340 Million Americans,https://theonion.com/distressing-survey-finds-most-u-s-citizens-unable-to-name-all-340-million-americans/,The Onion,,2025-01-13T07:00:00-06:00,"WASHINGTON—Revealing a steep decline in the populace’s knowledge of its own country, a distressing survey commissioned Monday by the Department of Education found that most U.S. citizens are unable to name all 340 million Americans. “The ability to recite from memory the names of each of the nation’s residents used to be a basic component of a person’s civic knowledge, but of the respondents we polled, only 15% could list them all,” said researcher Janet Medallis, adding that a full third of respondents incorrectly included citizens of Canada and Mexico in their answers. “People made it through the Johns and Marys confidently enough, but most of them trailed off well before naming a single Kip. As alarming as it is to say, the average European can probably name more U.S. citizens than the average American. It’s a full-blown educational crisis. And keep in mind, this is just asking them for first and last. God only knows how bad it would be if we asked them to list all 340 million middle initials too.” At press time, the researchers had reportedly petitioned Congress to appropriate $50 million for name tags.

",0
U.S. Healthcare System By The Numbers,https://theonion.com/u-s-healthcare-system-by-the-numbers/,The Onion,,2025-01-08T09:17:48-06:00,"Compared to similar high-income nations, Americans spend twice as much on healthcare, yet have lower life expectancies and higher infant mortality rates.The Onionlooks at the key facts and figures behind the U.S. healthcare system.

39%:Americans in national survey who reported delaying emergency medical care “due to financial limitations or having just put a lasagna in the oven”

7:Bones in human body covered by the average private insurance plan

8.9 Billion:Ibuprofens taken to deal with it instead

0:Boys your age who have been as brave as you when getting their blood drawn

150 degrees Celsius: Temperature at which a household spatula will effectively cauterize a wound

16,000,000:Hours spent annually listening to muzak version of “Uptown Girl” while slowly losing consciousness

3:Maximum number of days a coma patient has in hospital before having body dumped in street

5:Separate Xanax prescriptions you can have at the same time, if you play your cards right

8:34 p.m:Time of preventable death

63:Age most health insurance providers would prefer you live to

140:More pages of paperwork to fill out

",0
Japanese Fishermen Catch 600-Pound Can Of Tuna,https://theonion.com/japanese-fishermen-catch-600-pound-can-of-tuna/,The Onion,,2025-01-07T10:20:52-06:00,"TOKYO—Working for nearly eight hours to bring the record-setting catch aboard, a group of Japanese fishermen reportedly reeled in a 600-pound can of tuna Tuesday that was later auctioned off at a local fish market. “From the moment I felt the lip of the can tugging on our line, I knew it was going to be the catch of a lifetime,” said fisherman Hideo Kamada, posing with his crew in front of the shiny 10-foot tin of solid-white albacore and beaming with pride. “These chunks of fish packed in vegetable oil put up quite a fight. I’ve personally never hauled in anything larger than a 24-pack of StarKist, so once I got a glimpse of that shiny aluminum container at the surface of the water, I knew it was something special. It took all of our strength to reel it in without damaging the paper label, but we finally were able to lift it up onto the deck and into a shopping cart.” At press time, the owner of the Michelin-starred cafeteria that purchased the tuna for $1.3 million at auction had ceremoniously peeled open the pull-tab lid with a sashimi knife to great applause.

",0
"Kohler Recalls 30,000 Bathtubs Shipped With Nude Man Already Inside",https://theonion.com/kohler-recalls-30000-bathtubs-shipped-with-nude-man-already-inside/,The Onion,,2025-01-07T07:00:00-06:00,"KOHLER, WI—To address a situation the plumbing-fixture company described as embarrassing for everyone involved, Kohler issued a recall Tuesday of 30,000 bathtubs it had shipped with a nude man already inside. “Due to a mix-up at our manufacturing plant, thousands of our freestanding claw-foot bathtubs were mistakenly sent out with a sudsy naked man pre-installed,” said Kohler spokesperson Diane McCardle, confirming reports that the thick layer of soap bubbles that had been covering the men’s bodies had dispersed during transit, leaving their genitalia fully exposed. “We’d like to apologize to our valued customers, many of whom were startled to discover a flabby older man scrubbing his pits and singing a jaunty tune inside their brand-new tub. We’d also like to apologize to these 30,000 undressed men, who were equally shocked to have a stranger interrupt them while they were enjoying a good soak. Customers can return the tub and disrobed man for a full refund, or they can keep them both at a 20% discount.” At press time, Kohler announced it would be sending out 30,000 warm fluffy towels for the pruny, now-shivering men.

",0
"Report: No, Really, TSA To Require Real ID This Year",https://theonion.com/report-no-really-tsa-to-require-real-id-this-year-sub-they-mean-it/,The Onion,,2025-01-06T14:30:59-06:00,"WASHINGTON—Emphasizing that Americans need to get their travel documents updated because the agency wasn’t messing around anymore, the TSA officials confirmed Monday that, no, really, they’re going to require Real ID this year. “As of May 7th, TSA checkpoints will require travelers to be Real ID compliant to board domestic flights—we know we’re always saying that but this time we mean it,” said a TSA official at a press conference outlining the change this morning, urging prospective fliers to stop smirking and take them seriously because they were definitely, definitely not rolling it back anymore. “Yes, we said May 2023 before, and October 2021 and a couple other things before that, but those delays were just flukes. May 7th, 2025 is a hard deadline and the true point of no return for flying without an Enhanced Driver’s License or other acceptable Real ID document. For real, though. Five months, that’s it. You’d better get your ass to the DMV. Anyone still putting off getting a Real ID because they think we’re just going to kick the can another few years down the road will be laughing on the other side of their face come May.” At press time, the official announced that they were delaying full enforcement until March 2027 after their laminator broke.

",0
Ecologists Call For Bee Extinction After Watching ‘My Girl’,https://theonion.com/ecologists-call-for-bee-extinction-after-watching-my-girl/,The Onion,,2025-01-06T07:33:21-06:00,"STANFORD, CA—In response to seeing what the pollinators were capable of in the 1991 coming-of-age drama, ecologists at Stanford University issued a statement Monday calling for the extinction of bees after they watchedMy Girl. “Upon observing the heartbreaking scene in which Macaulay Culkin’s character Thomas J. is attacked and ultimately killed by a swarm of bees while trying to retrieve his best friend’s lost mood ring, we came to the conclusion that the insects are simply too dangerous to be allowed in our ecosystems and must be completely exterminated,” said Professor Anders Lipcot, holding back tears as he explained that the bees should pay for what they did to the “innocent little boy” who just wanted to prove how much he cared for his companion Vada. “While eliminating bees poses risks to our biosphere, at least we will never again have to look on helplessly as some like Thomas J dies of a fatal allergic reaction to bee stings. To think, if there were no bees, that character might still be alive today.” The ecologists added that a complete collapse of global agriculture would be a welcome outcome for a world without that “sweet, blond angel.”

",0
"Duracell Removes Frosting, Sprinkles To Discourage Kids From Eating Batteries",https://theonion.com/duracell-removes-frosting-sprinkles-to-discourage-kids-from-eating-batteries/,The Onion,,2025-01-02T09:07:42-06:00,"CHICAGO—Acknowledging that candy-coated batteries were an iconic part of the brand’s legacy, Duracell announced Thursday that it would be removing frosting and sprinkles from its manufacturing process to discourage children from eating the company’s products. “When parents shared with us their concerns about our practice of selling batteries with delicious, sugary toppings, we listened,” said Duracell spokesperson Nick Miaritis, who added that the battery manufacturer would also be removing the whipped cream and maraschino cherries from atop its AA and AAA varieties effective immediately. “We understand that batteries will inevitably find their way into the hands of kids, some of whom are too young to understand that Duracell’s trademark chocolate, caramel, and nougat center—while very tasty—is not something they are supposed to put in their mouths. Don’t worry, though: Our batteries will continue to power your flashlights and TV remotes. They’ll just be doing it without that irresistibly sweet Duracell taste.” Reached for further comment, Duracell officials confirmed the company had no plans to discontinue its popular 9-volt Cheese-Blasted batteries.

",0
Turkey-Weary Nation Makes Triumphant Return To Eating Shrimp,https://theonion.com/turkey-weary-nation-makes-triumphant-return-to-eating-shrimp/,The Onion,,2025-01-01T09:53:05-06:00,"WASHINGTON—At long last able to rejoice as its days of wandering in a culinary desert reached an end, the nation’s turkey-weary populace has made a triumphant return to eating shrimp, crustacean-munching sources confirmed Wednesday. “Thanksgiving was tough, Christmas was even tougher, but at last our freezers are free of turkey leftovers and shrimp can return to its rightful place in our mouths, stomachs, and hearts,” said exultant seafood lover Ellen Bates, echoing the sentiments of millions of grinning Americans who clutched multiple shrimp-laden skewers in their hands and cheered as fishing trawlers loaded with shrimp pulled into harbors up and down the nation’s coasts. “No more must we suffer the indignity of boring, reheated turkey. Now we can consume dozens upon dozens of shrimp each day in all of shrimp’s miraculous forms: Popcorn. Scampi. Cocktail. Tempura. Ceviche—yes, God, ceviche! Never again will I take the fisherman’s platter for granted. Our long, dark night of Butterball is over, and a golden time of shrimp has dawned over America once more!” At press time, 340 million Americans were reportedly in the bathroom and not feeling so well.

",0
48-Year-Old Rabbit Finally Finishes The Job,https://theonion.com/48-year-old-rabbit-finally-finishes-the-job/,The Onion,,2024-12-29T15:46:16-06:00,,0
Pope Francis Decries Legal Head Shops Overrunning Vatican City,https://theonion.com/pope-francis-decries-legal-head-shops-overrunning-vatican-city/,The Onion,,2024-12-27T07:00:00-06:00,"VATICAN CITY—Speaking to reporters in front of Saint Peter’s Holy Vape House in the heart of downtown, Pope Francis spoke out this week against the legal head shops he decried are overrunning Vatican City. “You can’t walk the colonnade without passing a cluttered window display with a bunch of bongs and a painting of a Grateful Dead bear praying the rosary,” said His Holiness, who called on Vatican City officials to outlaw the cannabis paraphernalia retailers from operating within 100 yards of any religious site such as the Sistine Chapel. “These rundown head shops make the piazzas look tacky, especially at night with their flashing neon crucifix-inside-a-marijuana-leaf signs. Sure, some of their stained glass bubblers are pretty dope, but do we really need so many of them? Besides, you can already get grinders and lighters and shit at the Vatican gift shop.” The Supreme Pontiff was later spotted stepping out of The Virgin Mary’s Smoke Shack with a fresh pack of rolling papers.

",0
Surgeon General: ‘You Are Supposed To Be Able To Button Your Pants’,https://theonion.com/surgeon-general-you-are-supposed-to-be-able-to-button-your-pants/,The Onion,,2024-12-26T07:00:00-06:00,"WASHINGTON—Noting that the fasteners commonly found on most trousers were not merely ornamental, Surgeon General Vivek Murthy issued an advisory to the American public Thursday in which he clarified that people were supposed to be able to button their pants. “It should be a smooth effortless action that involves no protracted struggle to connect the two sides of the garment’s waist,” said Murthy, who added that buttoning your pants only to moments later have a seam rip or a button fly off still fell short of the government’s recommended clothing standards. “Leaving your shirt untucked so no one can tell that your pants are not buttoned or declaring that all your pants shrunk several sizes in the dryer are also unacceptable solutions. In addition, pants are meant to accommodate basic inhalation and exhalation, so you should be capable of taking a deep breath while wearing them.” At press time, the surgeon general’s office had received thousands of complaints about pants, and a visibly exasperated Murthy told Americans to just forget about his advisory and go buy themselves a nice pair of elastic jeggings.

",0
Santa Confirms Everyone Getting Bag Of Glitter Labeled ‘Fairy Dust’ His Sister-In-Law Sells On Etsy,https://theonion.com/santa-confirms-everyone-getting-bag-of-glitter-labeled-fairy-dust-his-sister-in-law-sells-on-etsy/,The Onion,,2024-12-23T07:00:00-06:00,"LAS VEGAS—Stressing how much it meant to Mrs. Claus’ sister to be included for the first time in the family business, Santa Claus confirmed Monday that as their present this year, all children would be receiving one of the bags of glitter labeled “fairy dust” that his sister-in-law sells on Etsy. “We’re excited that on Christmas morning good little boys and girls all over the world will reach into their stockings and find a hand-embroidered pouch filled with pure holiday magic,” Santa said of the bags that contain approximately 1.5 ounces of glitter and sell for $29.99 plus shipping on the e-commerce site. “While this may not be what they asked for in the letters they sent me at the North Pole, children on Santa’s ‘nice’ list surely know the importance of being thankful for what they are given! They should remember to be polite too, because Mrs. Claus says her sister has been going through a hard time lately and could really use our support. Ho, ho, ho!” Santa went on to state that Christmas would come a little late this year, as his sister-in-law needed more time to make enough bags for all the children on Santa’s route, having completed only 20 so far.

",0
Timeline Of Trendy Christmas Toys,https://theonion.com/timeline-of-trendy-christmas-toys/,The Onion,,2024-12-20T15:57:44-06:00,"Millions of parents across the U.S. are scrambling to complete their holiday shopping. In honor of the season,The Onionlooks at the history of the most popular Christmas toys.

1877:Millions of trees are felled across the country to keep up with children’s demands for woodcuts of President Rutherford B. Hayes.

1933:Do you think papa wanted to give you an old potato skin for Christmas, son? Look at me. Look at me, son!

1945:Children across the country were ecstatic to receive a Slinky—a goddamn giant spring. And now they expect me to shell out for an Oculus?

1959:The six-decade-long marketing campaign for Greta Gerwig’s 2023 summer blockbuster begins with the introduction of the Barbie doll.

1963:The Easy Bake Oven is released, priming the nation’s socially inept children for years of preparing single-serving meals.

1975:The Pet Rock skyrockets in popularity among drunk dads stumbling their way home on Christmas morning without a gift.

1993:The Beanie Baby is introduced to the world, definitively showing the triumph of capitalism over communism.

1998:A nation becomes obsessed with Solve My Murder Elmo.

2009:Anyone who’s anyone at school is rocking Le Creuset’s Signature Enameled Cast Iron Braiser.

2027:Hasbro’s Immigrant-Catching Net gives a generation of thoroughbred American children a chance to get in on the action.

",0
"Large, Playful Sheepdog Knocks Over Houston Skyline",https://theonion.com/large-playful-sheepdog-knocks-over-houston-skyline/,The Onion,,2024-12-13T07:00:00-06:00,"HOUSTON—In a devastating accident that left the entire downtown area in smoldering ruins, officials confirmed Tuesday that the Houston skyline had been knocked over by a large, playful sheepdog named Gus. According to eyewitnesses, the 3-year-old Old English sheepdog tore through the business district,bumping into the TC Energy Center and whacking over the JPMorgan Chase Tower with his tail. Houston’s 2.3 million residents reportedly called out “Down, boy, down!” and “Bad Gus, no!” in a futile attempt to control the over-excited, rampaging animal, who was wound up after being released outside into the metropolitan area for the first time all afternoon. Several reports indicated that residents and commuters screamed in terror as the dog was observed lifting its leg to relieve itself. At press time, sources said the dog had caused massive pileups across the city after frantically running circles around Interstate 610.

",0
Pete Hegseth Clarifies Women Allowed In Combat Roles But It’s A Huge Turnoff,https://theonion.com/pete-hegseth-clarifies-women-allowed-in-combat-roles-but-its-a-huge-turnoff/,The Onion,,2024-12-12T14:04:54-06:00,"WASHINGTON—In an evident attempt to walk back previous inflammatory statements, prospective Secretary of Defense Pete Hegseth clarified Thursday that although he now believes women should be allowed in combat roles, he still sees that as a huge turnoff. “While I want to state that I have nothing but respect for the female troops serving our country, it’s important to stress that thinking about that sort of thing is a real boner killer,” said Hegseth, adding that even a “total knockout, 10 out of 10″ would be marked down several points in his book if she were dressed up in a baggy, shapeless military uniform and given an assault rifle. “Personally, I believe there are several aspects of their biology that make women far better equipped to be sexy back on the homefront. It also really grosses me out thinking of them with, like, a butch buzz cut and muscles. It should be up to each individual servicewoman to decide whether she wants to be deployed to the front lines and turned into a total uggo. If not, there’s certainly a lot of room for them to look like absolute bombshells dressed as Army nurses.” Hegseth went on to suggest his mind might be changed if the military dress code were amended to require female soldiers to wear only a camouflage bra and panties on the battlefield.

",0
Secretary Of Interior Asks Nation’s Help Identifying Leaf,https://theonion.com/secretary-of-interior-asks-nations-help-identifying-leaf/,The Onion,,2024-12-12T07:00:00-06:00,"WASHINGTON—Mounting a public campaign in an effort to determine the origin of the unrecognized foliage specimen, Secretary of the Interior Deb Haaland asked the nation for help Friday in identifying a leaf that she confirmed was “from a tree or something” but remained a mystery otherwise. “Have you seen this leaf before?” read a post on the secretary’s official Instagram account, requesting anyone who had seen the leaf before to contact a special Interior Department hotline, day or night, with any information that might lead to its successful identification. “None of us have, but operators are standing by to receive your tips on whether you think it’s from a tree, from a bush, or maybe some kind of ivy. It’s crinkly and has veins in it, so we know it’s not grass. Does grass even have leaves? Anyhow, we’re thinking oak or maple, but those are just shot-in-the-dark guesses, to be honest.” At press time, the department confirmed it had closed its investigation into the leaf after distracted officials confirmed there were some pretty cool rocks over there.

",0
